AnimalID,SireID,DamID,FamilyID,SexID,TankID,M1BW,M2BW,M2Age
13G1004035,12G000V433,12G000V307,13F1306031,Male,T1,7.026666667,32.3,214
13G1004037,12G000V433,12G000V307,13F1306031,Male,T1,7.026666667,32.4,214
13G100454J,12G000V433,12G000V307,13F1306031,Male,T1,7.026666667,33,214
13G1004022,12G000V433,12G000V307,13F1306031,Male,T1,7.026666667,34.1,214
13G1004027,12G000V433,12G000V307,13F1306031,Male,T1,7.026666667,34.8,214
13G100462J,12G000V433,12G000V307,13F1306031,Male,T1,7.026666667,36.5,214
13G1004019,12G000V433,12G000V307,13F1306031,Female,T1,7.026666667,42.8,214
13G100421J,12G000V433,12G000V307,13F1306031,Female,T1,7.026666667,42.9,214
13G1004048,12G000V433,12G000V307,13F1306031,Female,T1,7.026666667,43,214
13G1004020,12G000V433,12G000V307,13F1306031,Female,T1,7.026666667,44,214
13G1002269,12G000M281,12G000V597,13F1306073,Male,T1,7.04,28.8,222
13G1002294,12G000M281,12G000V597,13F1306073,Female,T1,7.04,31.7,222
13G100045J,12G000M281,12G000V597,13F1306073,Male,T1,7.04,32.5,222
13G1002280,12G000M281,12G000V597,13F1306073,Female,T1,7.04,34.1,222
13G1002292,12G000M281,12G000V597,13F1306073,Male,T1,7.04,34.3,222
13G1002302,12G000M281,12G000V597,13F1306073,Female,T1,7.04,37.2,222
13G1002296,12G000M281,12G000V597,13F1306073,Female,T1,7.04,37.8,222
13G1002295,12G000M281,12G000V597,13F1306073,Female,T1,7.04,40.1,222
13G1003997,12G000V420,12G000V359,13F1306034,Male,T1,7.046666667,24,213
13G1003980,12G000V420,12G000V359,13F1306034,Male,T1,7.046666667,25.5,213
13G1003998,12G000V420,12G000V359,13F1306034,Female,T1,7.046666667,26.8,213
13G100400J,12G000V420,12G000V359,13F1306034,Male,T1,7.046666667,31.5,213
13G1003981,12G000V420,12G000V359,13F1306034,Female,T1,7.046666667,31.6,213
13G100466J,12G000V420,12G000V359,13F1306034,Female,T1,7.046666667,37.5,213
13G1000614,12G000M223,12G000W295,13F1367089,Female,T1,7.106666667,24.1,213
13G1000572,12G000M223,12G000W295,13F1367089,Male,T1,7.106666667,26.4,213
13G100741I,12G000M223,12G000W295,13F1367089,Male,T1,7.106666667,28.1,213
13G1000586,12G000M223,12G000W295,13F1367089,Female,T1,7.106666667,31.1,213
13G1000591,12G000M223,12G000W295,13F1367089,Male,T1,7.106666667,31.6,213
13G1000593,12G000M223,12G000W295,13F1367089,Female,T1,7.106666667,34.4,213
13G1001817,12G000K797,12G000K310,13F1306056,Male,T1,7.133333333,23.7,222
13G1001809,12G000K797,12G000K310,13F1306056,Male,T1,7.133333333,24.8,222
13G1001814,12G000K797,12G000K310,13F1306056,Male,T1,7.133333333,26.4,222
13G100081I,12G000K797,12G000K310,13F1306056,Male,T1,7.133333333,27,222
13G100060I,12G000K797,12G000K310,13F1306056,Male,T1,7.133333333,27.2,222
13G1001803,12G000K797,12G000K310,13F1306056,Male,T1,7.133333333,28.8,222
13G1003181,12G000V507,12G000V370,13F1367098,Male,T1,7.133333333,28.8,212
13G100423I,12G000V507,12G000V370,13F1367098,Male,T1,7.133333333,29.2,212
13G1003168,12G000V507,12G000V370,13F1367098,Male,T1,7.133333333,32.5,212
13G1001800,12G000K797,12G000K310,13F1306056,Female,T1,7.133333333,34.1,222
13G100030I,12G000K797,12G000K310,13F1306056,Female,T1,7.133333333,35.5,222
13G1003159,12G000V507,12G000V370,13F1367098,Female,T1,7.133333333,35.9,212
13G1001798,12G000K797,12G000K310,13F1306056,Female,T1,7.133333333,39.1,222
13G1003165,12G000V507,12G000V370,13F1367098,Female,T1,7.133333333,39.8,212
13G1003711,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,14.7,213
13G1003685,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,19.2,213
13G1003683,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,20.9,213
13G1003675,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,21.8,213
13G1003695,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,23.7,213
13G1000431,12G000K480,12G000K250,13F1367094,Male,T1,7.146666667,24.6,212
13G100848I,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,27.6,213
13G1000424,12G000K480,12G000K250,13F1367094,Male,T1,7.146666667,27.6,212
13G100887I,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,28,213
13G1000421,12G000K480,12G000K250,13F1367094,Male,T1,7.146666667,28.9,212
13G1000430,12G000K480,12G000K250,13F1367094,Male,T1,7.146666667,29.1,212
13G100454I,12G000K065,12G000M689,13F1306802,Male,T1,7.146666667,29.3,213
13G1000415,12G000K480,12G000K250,13F1367094,Male,T1,7.146666667,30.4,212
13G1003708,12G000K065,12G000M689,13F1306802,Female,T1,7.146666667,30.6,213
13G1003697,12G000K065,12G000M689,13F1306802,Female,T1,7.146666667,31.7,213
13G100301I,12G000K480,12G000K250,13F1367094,Male,T1,7.146666667,32.5,212
13G100351I,12G000K480,12G000K250,13F1367094,Female,T1,7.146666667,34.9,212
13G1000432,12G000K480,12G000K250,13F1367094,Female,T1,7.146666667,36.4,212
13G1000423,12G000K480,12G000K250,13F1367094,Female,T1,7.146666667,38,212
13G100413I,12G000K065,12G000M689,13F1306802,Female,T1,7.146666667,38.4,213
13G1003020,12G000W192,12G000M001,13F1367065,Male,T1,7.173333333,28.6,215
13G1003009,12G000W192,12G000M001,13F1367065,Female,T1,7.173333333,30.3,215
13G100110I,12G000W192,12G000M001,13F1367065,Male,T1,7.173333333,30.5,215
13G100197I,12G000W192,12G000M001,13F1367065,Male,T1,7.173333333,36.1,215
13G1003014,12G000W192,12G000M001,13F1367065,Female,T1,7.173333333,37.1,215
13G1003007,12G000W192,12G000M001,13F1367065,Female,T1,7.173333333,38.5,215
13G1003004,12G000W192,12G000M001,13F1367065,Female,T1,7.173333333,38.8,215
13G1002314,12G000V401,12G000M707,13F1306017,Male,T1,7.186666667,29.1,223
13G1002347,12G000V401,12G000M707,13F1306017,Female,T1,7.186666667,30.3,223
13G100159J,12G000V401,12G000M707,13F1306017,Male,T1,7.186666667,30.3,223
13G100092J,12G000V401,12G000M707,13F1306017,Male,T1,7.186666667,31.8,223
13G1002321,12G000V401,12G000M707,13F1306017,Female,T1,7.186666667,32.5,223
13G1003880,12G000W013,12G000W245,13F1306040,Male,T1,7.206666667,25.7,218
13G1003865,12G000W013,12G000W245,13F1306040,Male,T1,7.206666667,26.5,218
13G1003874,12G000W013,12G000W245,13F1306040,Female,T1,7.206666667,27.8,218
13G100503I,12G000W013,12G000W245,13F1306040,Male,T1,7.206666667,29.6,218
13G100505I,12G000W013,12G000W245,13F1306040,Male,T1,7.206666667,30.3,218
13G1003870,12G000W013,12G000W245,13F1306040,Female,T1,7.206666667,32.4,218
13G1003867,12G000W013,12G000W245,13F1306040,Female,T1,7.206666667,33.8,218
13G1002618,12G000W285,12G000W223,13F1306053,Male,T1,7.22,19.6,222
13G1002628,12G000W285,12G000W223,13F1306053,Male,T1,7.22,21.2,222
13G1002638,12G000W285,12G000W223,13F1306053,Female,T1,7.22,26.3,222
13G1002646,12G000W285,12G000W223,13F1306053,Female,T1,7.22,31.5,222
13G1002635,12G000W285,12G000W223,13F1306053,Female,T1,7.22,32.3,222
13G1002619,12G000W285,12G000W223,13F1306053,Female,T1,7.22,32.7,222
13G100147J,12G000W285,12G000W223,13F1306053,Female,T1,7.22,33.5,222
13G1000864,12G000V588,12G000V318,13F1306023,Male,T1,7.233333333,27.9,219
13G100940I,12G000V588,12G000V318,13F1306023,Male,T1,7.233333333,28.1,219
13G1000866,12G000V588,12G000V318,13F1306023,Male,T1,7.233333333,30.2,219
13G100980I,12G000V588,12G000V318,13F1306023,Male,T1,7.233333333,31,219
13G1000857,12G000V588,12G000V318,13F1306023,Female,T1,7.233333333,31.1,219
13G1000855,12G000V588,12G000V318,13F1306023,Male,T1,7.233333333,33.1,219
13G100907I,12G000V588,12G000V318,13F1306023,Female,T1,7.233333333,37,219
13G100985I,12G000V588,12G000V318,13F1306023,Female,T1,7.233333333,38.5,219
13G1000506,12G000V500,12G000V464,13F1306764,Male,T1,7.28,22.9,216
13G1000519,12G000V500,12G000V464,13F1306764,Male,T1,7.28,24.3,216
13G1000525,12G000V500,12G000V464,13F1306764,Male,T1,7.28,24.9,216
13G1003578,12G000V452,12G000V345,13F1306740,Male,T1,7.28,27,219
13G1000503,12G000V500,12G000V464,13F1306764,Male,T1,7.28,28.1,216
13G1000523,12G000V500,12G000V464,13F1306764,Male,T1,7.28,28.9,216
13G100910I,12G000W261,12G000W033,13F1306039,Male,T1,7.28,29.4,218
13G100547I,12G000V452,12G000V345,13F1306740,Male,T1,7.28,29.7,219
13G100919I,12G000W261,12G000W033,13F1306039,Male,T1,7.28,30,218
13G1000937,12G000W261,12G000W033,13F1306039,Male,T1,7.28,30.5,218
13G1003576,12G000V452,12G000V345,13F1306740,Male,T1,7.28,30.6,219
13G1000510,12G000V500,12G000V464,13F1306764,Female,T1,7.28,31.2,216
13G1000511,12G000V500,12G000V464,13F1306764,Male,T1,7.28,31.2,216
13G100358I,12G000V500,12G000V464,13F1306764,Female,T1,7.28,35,216
13G1000939,12G000W261,12G000W033,13F1306039,Male,T1,7.28,35.3,218
13G100386I,12G000V500,12G000V464,13F1306764,Female,T1,7.28,35.6,216
13G1000522,12G000V500,12G000V464,13F1306764,Female,T1,7.28,36,216
13G1000514,12G000V500,12G000V464,13F1306764,Female,T1,7.28,36.9,216
13G100959I,12G000W261,12G000W033,13F1306039,Female,T1,7.28,37.4,218
13G100954I,12G000W261,12G000W033,13F1306039,Female,T1,7.28,37.7,218
13G100579I,12G000V452,12G000V345,13F1306740,Female,T1,7.28,40.2,219
13G100517I,12G000V452,12G000V345,13F1306740,Female,T1,7.28,40.9,219
13G100545I,12G000V452,12G000V345,13F1306740,Female,T1,7.28,41,219
13G100946I,12G000W261,12G000W033,13F1306039,Female,T1,7.28,42.2,218
13G1003561,12G000V452,12G000V345,13F1306740,Female,T1,7.28,42.5,219
13G100508I,12G000V452,12G000V345,13F1306740,Female,T1,7.28,44.4,219
13G1003509,12G000W192,12G000M001,13F1367065,Male,T1,7.293333333,25.6,215
13G1003533,12G000W192,12G000M001,13F1367065,Male,T1,7.293333333,27.7,215
13G100531I,12G000W192,12G000M001,13F1367065,Male,T1,7.293333333,29.4,215
13G100502I,12G000W192,12G000M001,13F1367065,Male,T1,7.293333333,30,215
13G100562I,12G000W192,12G000M001,13F1367065,Male,T1,7.293333333,31.5,215
13G1003524,12G000W192,12G000M001,13F1367065,Female,T1,7.293333333,40.8,215
13G1001610,12G000V506,12G000V328,13F1367097,Male,T1,7.3,23.2,212
13G1001601,12G000V506,12G000V328,13F1367097,Male,T1,7.3,26,212
13G1001607,12G000V506,12G000V328,13F1367097,Female,T1,7.3,27.8,212
13G100272I,12G000V506,12G000V328,13F1367097,Male,T1,7.3,28.4,212
13G1003220,12G000V573,12G000W251,13F1306004,Male,T1,7.306666667,24.8,211
13G1003130,12G000K374,12G000W251,13F1306062,Male,T1,7.306666667,26.1,222
13G1003122,12G000K374,12G000W251,13F1306062,Female,T1,7.306666667,28.7,222
13G1003133,12G000K374,12G000W251,13F1306062,Female,T1,7.306666667,30.1,222
13G101704I,12G000K374,12G000W251,13F1306062,Male,T1,7.306666667,30.2,222
13G1003205,12G000V573,12G000W251,13F1306004,Female,T1,7.306666667,30.6,211
13G100120I,12G000K374,12G000W251,13F1306062,Female,T1,7.306666667,33.8,222
13G1003145,12G000K374,12G000W251,13F1306062,Female,T1,7.306666667,33.9,222
13G100463I,12G000V573,12G000W251,13F1306004,Female,T1,7.306666667,34,211
13G1003201,12G000V573,12G000W251,13F1306004,Male,T1,7.306666667,34.7,211
13G100494I,12G000V573,12G000W251,13F1306004,Female,T1,7.306666667,35.1,211
13G1003217,12G000V573,12G000W251,13F1306004,Female,T1,7.306666667,35.3,211
13G100162I,12G000K374,12G000W251,13F1306062,Female,T1,7.306666667,36.2,222
13G100139I,12G000K374,12G000W251,13F1306062,Female,T1,7.306666667,36.7,222
13G100411I,12G000V573,12G000W251,13F1306004,Female,T1,7.306666667,40,211
13G100469I,12G000V573,12G000W251,13F1306004,Female,T1,7.306666667,43.1,211
13G100474J,12G000K424,12G000W221,13F1306065,Male,T1,7.32,26.5,219
13G1002768,12G000M764,12G000V335,13F1306732,Male,T1,7.32,30,221
13G1004151,12G000K424,12G000W221,13F1306065,Male,T1,7.32,30.7,219
13G1002789,12G000M764,12G000V335,13F1306732,Male,T1,7.32,32,221
13G1004141,12G000K424,12G000W221,13F1306065,Male,T1,7.32,34.1,219
13G100455J,12G000K424,12G000W221,13F1306065,Female,T1,7.32,34.3,219
13G100063J,12G000M764,12G000V335,13F1306732,Female,T1,7.32,36.7,221
13G100424J,12G000K424,12G000W221,13F1306065,Female,T1,7.32,37.3,219
13G1002809,12G000M764,12G000V335,13F1306732,Female,T1,7.32,38.1,221
13G100079J,12G000M764,12G000V335,13F1306732,Female,T1,7.32,38.7,221
13G1004145,12G000K424,12G000W221,13F1306065,Female,T1,7.32,39.7,219
13G100477J,12G000K424,12G000W221,13F1306065,Female,T1,7.32,40.7,219
13G100177J,12G000M764,12G000V335,13F1306732,Female,T1,7.32,41.7,221
13G1000067,12G000W013,12G000W245,13F1306040,Male,T1,7.333333333,25.5,217
13G1000058,12G000W013,12G000W245,13F1306040,Male,T1,7.333333333,26.4,217
13G100826G,12G000W013,12G000W245,13F1306040,Male,T1,7.333333333,26.8,217
13G1000078,12G000W013,12G000W245,13F1306040,Male,T1,7.333333333,29.3,217
13G100915G,12G000W013,12G000W245,13F1306040,Male,T1,7.333333333,30.6,217
13G100904G,12G000W013,12G000W245,13F1306040,Female,T1,7.333333333,34,217
13G1000076,12G000W013,12G000W245,13F1306040,Female,T1,7.333333333,35.1,217
13G1000069,12G000W013,12G000W245,13F1306040,Female,T1,7.333333333,36.6,217
13G100903G,12G000W013,12G000W245,13F1306040,Female,T1,7.333333333,38.1,217
13G1003115,12G000K439,12G000W274,13F1306759,Female,T1,7.34,20.4,216
13G1001308,12G000W228,12G000W066,13F1367026,Male,T1,7.34,21.6,221
13G1001307,12G000W228,12G000W066,13F1367026,Female,T1,7.34,23.1,221
13G1003142,12G000K439,12G000W274,13F1306759,Female,T1,7.34,23.3,216
13G1003131,12G000K439,12G000W274,13F1306759,Female,T1,7.34,24.2,216
13G1001305,12G000W228,12G000W066,13F1367026,Female,T1,7.34,25.3,221
13G1003118,12G000K439,12G000W274,13F1306759,Female,T1,7.34,26,216
13G100754I,12G000V433,12G000V307,13F1306031,Male,T1,7.34,29.8,213
13G1003143,12G000K439,12G000W274,13F1306759,Female,T1,7.34,30.6,216
13G1000753,12G000V433,12G000V307,13F1306031,Male,T1,7.34,30.7,213
13G100297J,12G000W228,12G000W066,13F1367026,Male,T1,7.34,32.3,221
13G1000747,12G000V433,12G000V307,13F1306031,Male,T1,7.34,32.6,213
13G101127I,12G000K439,12G000W274,13F1306759,Female,T1,7.34,33.8,216
13G1000733,12G000V433,12G000V307,13F1306031,Female,T1,7.34,33.9,213
13G100728I,12G000V433,12G000V307,13F1306031,Male,T1,7.34,34.7,213
13G1000736,12G000V433,12G000V307,13F1306031,Female,T1,7.34,36.2,213
13G1000762,12G000V433,12G000V307,13F1306031,Female,T1,7.34,36.4,213
13G1000742,12G000V433,12G000V307,13F1306031,Female,T1,7.34,36.5,213
13G1000741,12G000V433,12G000V307,13F1306031,Female,T1,7.34,37.4,213
13G1000520,12G000V403,12G000V368,13F1306005,Male,T1,7.353333333,26.7,211
13G1000518,12G000V403,12G000V368,13F1306005,Male,T1,7.353333333,26.9,211
13G1000388,12G000M744,12G000V595,13F1306025,Male,T1,7.353333333,28.2,220
13G1000513,12G000V403,12G000V368,13F1306005,Male,T1,7.353333333,28.6,211
13G1000524,12G000V403,12G000V368,13F1306005,Male,T1,7.353333333,29.5,211
13G100323I,12G000M744,12G000V595,13F1306025,Male,T1,7.353333333,30.4,220
13G1000370,12G000M744,12G000V595,13F1306025,Female,T1,7.353333333,31,220
13G100316I,12G000V403,12G000V368,13F1306005,Male,T1,7.353333333,31,211
13G1000386,12G000M744,12G000V595,13F1306025,Male,T1,7.353333333,32.8,220
13G100396I,12G000M744,12G000V595,13F1306025,Male,T1,7.353333333,36.6,220
13G100353I,12G000V403,12G000V368,13F1306005,Female,T1,7.353333333,36.7,211
13G100342I,12G000V403,12G000V368,13F1306005,Female,T1,7.353333333,38.4,211
13G1000381,12G000M744,12G000V595,13F1306025,Female,T1,7.353333333,39.9,220
13G1002034,12G000K557,12G000K245,13F1306716,Male,T1,7.36,29.6,221
13G1002018,12G000K557,12G000K245,13F1306716,Male,T1,7.36,31.5,221
13G1002035,12G000K557,12G000K245,13F1306716,Female,T1,7.36,33.4,221
13G100604I,12G000K557,12G000K245,13F1306716,Male,T1,7.36,36.8,221
13G1002051,12G000K557,12G000K245,13F1306716,Female,T1,7.36,40.8,221
13G100069I,12G000K557,12G000K245,13F1306716,Female,T1,7.36,45.2,221
13G100403J,12G000V403,12G000V368,13F1306005,Male,T1,7.38,28.9,212
13G1003942,12G000V403,12G000V368,13F1306005,Female,T1,7.38,31.1,212
13G1003943,12G000V403,12G000V368,13F1306005,Female,T1,7.38,31.6,212
13G1003946,12G000V403,12G000V368,13F1306005,Female,T1,7.38,31.8,212
13G100492J,12G000V403,12G000V368,13F1306005,Female,T1,7.38,34.6,212
13G100467J,12G000V403,12G000V368,13F1306005,Female,T1,7.38,35.9,212
13G1003944,12G000V403,12G000V368,13F1306005,Female,T1,7.38,38.7,212
13G1001740,12G000K139,12G000W272,13F1306013,Male,T1,7.386666667,23.5,216
13G1001736,12G000K139,12G000W272,13F1306013,Male,T1,7.386666667,24.7,216
13G1001753,12G000K139,12G000W272,13F1306013,Male,T1,7.386666667,26.2,216
13G1001759,12G000K139,12G000W272,13F1306013,Male,T1,7.386666667,26.4,216
13G1001744,12G000K139,12G000W272,13F1306013,Male,T1,7.386666667,26.6,216
13G1001764,12G000K139,12G000W272,13F1306013,Female,T1,7.386666667,27.3,216
13G100095I,12G000K139,12G000W272,13F1306013,Male,T1,7.386666667,30.4,216
13G1001749,12G000K139,12G000W272,13F1306013,Female,T1,7.386666667,31.1,216
13G100039I,12G000K139,12G000W272,13F1306013,Female,T1,7.386666667,35,216
13G1002631,12G000K065,12G000M689,13F1306802,Male,T1,7.393333333,17.1,213
13G100003J,12G000K065,12G000M689,13F1306802,Male,T1,7.393333333,28.9,213
13G1001163,12G000W285,12G000W223,13F1306053,Male,T1,7.393333333,30.1,222
13G1002617,12G000K065,12G000M689,13F1306802,Male,T1,7.393333333,30.9,213
13G1002641,12G000K065,12G000M689,13F1306802,Female,T1,7.393333333,31.4,213
13G100066J,12G000K065,12G000M689,13F1306802,Male,T1,7.393333333,32.5,213
13G1002643,12G000K065,12G000M689,13F1306802,Female,T1,7.393333333,32.9,213
13G100281J,12G000W285,12G000W223,13F1306053,Male,T1,7.393333333,33,222
13G100057J,12G000K065,12G000M689,13F1306802,Female,T1,7.393333333,34.7,213
13G1001179,12G000W285,12G000W223,13F1306053,Female,T1,7.393333333,37.9,222
13G100236J,12G000W285,12G000W223,13F1306053,Female,T1,7.393333333,38.1,222
13G1000724,12G000V502,12G000W041,13F1367067,Male,T1,7.4,30.1,215
13G1000349,12G000K480,12G000K250,13F1367094,Female,T1,7.4,30.2,212
13G1000697,12G000V502,12G000W041,13F1367067,Male,T1,7.4,30.7,215
13G1000339,12G000K480,12G000K250,13F1367094,Female,T1,7.4,30.9,212
13G100338I,12G000K480,12G000K250,13F1367094,Male,T1,7.4,31.3,212
13G100784I,12G000V502,12G000W041,13F1367067,Male,T1,7.4,32.1,215
13G100377I,12G000K480,12G000K250,13F1367094,Male,T1,7.4,32.6,212
13G1000707,12G000V502,12G000W041,13F1367067,Female,T1,7.4,32.9,215
13G1000719,12G000V502,12G000W041,13F1367067,Female,T1,7.4,34.5,215
13G1000341,12G000K480,12G000K250,13F1367094,Female,T1,7.4,34.8,212
13G1000340,12G000K480,12G000K250,13F1367094,Female,T1,7.4,35.9,212
13G100765I,12G000V502,12G000W041,13F1367067,Female,T1,7.4,37.2,215
13G100745I,12G000V502,12G000W041,13F1367067,Female,T1,7.4,37.7,215
13G1000709,12G000V502,12G000W041,13F1367067,Female,T1,7.4,38.1,215
13G1003520,12G000V452,12G000V345,13F1306740,Male,T1,7.406666667,32.2,219
13G1003521,12G000V452,12G000V345,13F1306740,Male,T1,7.406666667,32.8,219
13G1003530,12G000V452,12G000V345,13F1306740,Female,T1,7.406666667,32.9,219
13G1003511,12G000V452,12G000V345,13F1306740,Female,T1,7.406666667,33.1,219
13G100514I,12G000V452,12G000V345,13F1306740,Female,T1,7.406666667,34.6,219
13G1003515,12G000V452,12G000V345,13F1306740,Male,T1,7.406666667,34.9,219
13G100564I,12G000V452,12G000V345,13F1306740,Female,T1,7.406666667,37.1,219
13G100566I,12G000V452,12G000V345,13F1306740,Female,T1,7.406666667,37.5,219
13G100507I,12G000V452,12G000V345,13F1306740,Female,T1,7.406666667,42,219
13G1000585,12G000K139,12G000W272,13F1306013,Male,T1,7.433333333,23.6,216
13G100796I,12G000K139,12G000W272,13F1306013,Male,T1,7.433333333,24.8,216
13G1000611,12G000K139,12G000W272,13F1306013,Male,T1,7.433333333,25.6,216
13G100732I,12G000K139,12G000W272,13F1306013,Male,T1,7.433333333,26,216
13G1000583,12G000K139,12G000W272,13F1306013,Female,T1,7.433333333,28.2,216
13G1000603,12G000K139,12G000W272,13F1306013,Female,T1,7.433333333,29.3,216
13G100711I,12G000K139,12G000W272,13F1306013,Female,T1,7.433333333,32.1,216
13G1002757,12G000K424,12G000W221,13F1306065,Male,T1,7.446666667,26.7,219
13G1002758,12G000K424,12G000W221,13F1306065,Male,T1,7.446666667,28.5,219
13G1002762,12G000K424,12G000W221,13F1306065,Male,T1,7.446666667,29.6,219
13G1002764,12G000K424,12G000W221,13F1306065,Female,T1,7.446666667,30.5,219
13G1002727,12G000K424,12G000W221,13F1306065,Female,T1,7.446666667,35.9,219
13G1001297,12G000M295,12G000K714,13F1306071,Male,T1,7.453333333,24.5,220
13G1001292,12G000M295,12G000K714,13F1306071,Female,T1,7.453333333,27.6,220
13G1001303,12G000M295,12G000K714,13F1306071,Female,T1,7.453333333,28.6,220
13G1001295,12G000M295,12G000K714,13F1306071,Male,T1,7.453333333,29.4,220
13G100298J,12G000M295,12G000K714,13F1306071,Male,T1,7.453333333,30.9,220
13G100295J,12G000M295,12G000K714,13F1306071,Male,T1,7.453333333,32.5,220
13G100245J,12G000M295,12G000K714,13F1306071,Female,T1,7.453333333,41,220
13G100890I,12G000K797,12G000K310,13F1306056,Male,T1,7.466666667,28.9,223
13G100834I,12G000K797,12G000K310,13F1306056,Male,T1,7.466666667,30.5,223
13G100896I,12G000K797,12G000K310,13F1306056,Male,T1,7.466666667,31.3,223
13G1003744,12G000K797,12G000K310,13F1306056,Female,T1,7.466666667,37.6,223
13G100971G,12G000M609,12G000K985,13F1306006,Male,T1,7.48,27.5,210
13G1000216,12G000M609,12G000K985,13F1306006,Male,T1,7.48,27.6,210
13G100922G,12G000M609,12G000K985,13F1306006,Male,T1,7.48,29.6,210
13G1000207,12G000M609,12G000K985,13F1306006,Male,T1,7.48,31.2,210
13G1000208,12G000M609,12G000K985,13F1306006,Female,T1,7.48,37.4,210
13G100970G,12G000M609,12G000K985,13F1306006,Female,T1,7.48,37.5,210
13G1000213,12G000M609,12G000K985,13F1306006,Female,T1,7.48,38.5,210
13G1001265,12G000K636,12G000K837,13F1367015,Male,T1,7.493333333,29.3,222
13G1001270,12G000K636,12G000K837,13F1367015,Male,T1,7.493333333,32.7,222
13G1001256,12G000K636,12G000K837,13F1367015,Female,T1,7.493333333,36.4,222
13G1001255,12G000K636,12G000K837,13F1367015,Female,T1,7.493333333,37.7,222
13G100219J,12G000K636,12G000K837,13F1367015,Female,T1,7.493333333,38,222
13G100256J,12G000K636,12G000K837,13F1367015,Female,T1,7.493333333,38.3,222
13G100200J,12G000K636,12G000K837,13F1367015,Female,T1,7.493333333,39.8,222
13G100225J,12G000K636,12G000K837,13F1367015,Female,T1,7.493333333,46,222
13G1003120,12G000M295,12G000K714,13F1306071,Male,T1,7.5,25.3,219
13G1003138,12G000M295,12G000K714,13F1306071,Female,T1,7.5,32.4,219
13G100152I,12G000M295,12G000K714,13F1306071,Female,T1,7.5,35.6,219
13G100128I,12G000M295,12G000K714,13F1306071,Female,T1,7.5,35.9,219
13G1001581,12G000M758,12G000V340,13F1306060,Male,T1,7.506666667,20.2,219
13G1000568,12G000W079,12G000W123,13F1306729,Male,T1,7.506666667,25.2,220
13G1000549,12G000W079,12G000W123,13F1306729,Male,T1,7.506666667,28.4,220
13G1000563,12G000W079,12G000W123,13F1306729,Male,T1,7.506666667,30.8,220
13G100099I,12G000M758,12G000V340,13F1306060,Female,T1,7.506666667,34.3,219
13G100781I,12G000W079,12G000W123,13F1306729,Female,T1,7.506666667,38.9,220
13G1004188,12G000M764,12G000V335,13F1306732,Male,T1,7.52,30.1,221
13G1004183,12G000M764,12G000V335,13F1306732,Male,T1,7.52,31.6,221
13G1004178,12G000M764,12G000V335,13F1306732,Male,T1,7.52,32.9,221
13G1004197,12G000M764,12G000V335,13F1306732,Female,T1,7.52,34.9,221
13G1004177,12G000M764,12G000V335,13F1306732,Male,T1,7.52,36.6,221
13G100453J,12G000M764,12G000V335,13F1306732,Female,T1,7.52,37.8,221
13G100572J,12G000M764,12G000V335,13F1306732,Male,T1,7.52,38.4,221
13G1004185,12G000M764,12G000V335,13F1306732,Female,T1,7.52,41.9,221
13G1004172,12G000M764,12G000V335,13F1306732,Female,T1,7.52,45,221
13G1000329,12G000M744,12G000V595,13F1306025,Male,T1,7.54,29.2,220
13G1000336,12G000M744,12G000V595,13F1306025,Female,T1,7.54,30.4,220
13G1000323,12G000M744,12G000V595,13F1306025,Male,T1,7.54,32.2,220
13G100319I,12G000M744,12G000V595,13F1306025,Male,T1,7.54,32.7,220
13G1000344,12G000M744,12G000V595,13F1306025,Female,T1,7.54,37,220
13G100385I,12G000M744,12G000V595,13F1306025,Female,T1,7.54,38.1,220
13G1000338,12G000M744,12G000V595,13F1306025,Female,T1,7.54,41,220
13G1001957,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,24.3,212
13G1001943,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,24.9,212
13G1001964,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,26.2,212
13G1001937,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,26.8,212
13G1001956,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,28.3,212
13G1001934,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,28.6,212
13G100659I,12G000V575,12G000V373,13F1367101,Male,T1,7.546666667,30,212
13G1001206,12G000K480,12G000K250,13F1367094,Male,T1,7.546666667,31.2,213
13G1001207,12G000K480,12G000K250,13F1367094,Female,T1,7.546666667,32.7,213
13G100204J,12G000K480,12G000K250,13F1367094,Male,T1,7.546666667,33.2,213
13G100208J,12G000K480,12G000K250,13F1367094,Male,T1,7.546666667,34.2,213
13G1001945,12G000V575,12G000V373,13F1367101,Female,T1,7.546666667,35.6,212
13G100601I,12G000V575,12G000V373,13F1367101,Female,T1,7.546666667,37.4,212
13G100694I,12G000V575,12G000V373,13F1367101,Female,T1,7.546666667,37.8,212
13G100644I,12G000V575,12G000V373,13F1367101,Female,T1,7.546666667,39.5,212
13G1001205,12G000K480,12G000K250,13F1367094,Female,T1,7.546666667,40.9,213
