AnimalID,SireID,DamID,FamilyID,SexID,TankID,M1BW,M2BW,M2Age
13G1001662,12G000K453,12G000W041,13F1306029,Male,T1,3.5,23,212
13G1001647,12G000K453,12G000W041,13F1306029,Female,T1,3.5,25.6,212
13G1001657,12G000K453,12G000W041,13F1306029,Female,T1,3.5,28.5,212
13G100208I,12G000K453,12G000W041,13F1306029,Female,T1,3.5,33.2,212
13G100286I,12G000K453,12G000W041,13F1306029,Female,T1,3.5,34.2,212
13G100288I,12G000K453,12G000W041,13F1306029,Female,T1,3.5,34.6,212
13G100710I,12G000V596,12G000K693,13F1306714,Female,T1,3.58,24.3,222
13G100797I,12G000V596,12G000K693,13F1306714,Female,T1,3.58,26.7,222
13G100408J,12G000K453,12G000W041,13F1306029,Male,T1,3.76,26.1,213
13G100430J,12G000K453,12G000W041,13F1306029,Male,T1,3.76,26.2,213
13G100470J,12G000K453,12G000W041,13F1306029,Male,T1,3.76,27.3,213
13G1003999,12G000K453,12G000W041,13F1306029,Female,T1,3.76,28.3,213
13G1003982,12G000K453,12G000W041,13F1306029,Female,T1,3.76,31,213
13G1003221,12G000K663,12G000M368,13F1306028,Male,T1,3.946666667,26.6,214
13G1002353,12G000V596,12G000K693,13F1306714,Female,T1,3.946666667,30.3,223
13G1003199,12G000K663,12G000M368,13F1306028,Female,T1,3.946666667,32.7,214
13G100442I,12G000K663,12G000M368,13F1306028,Female,T1,3.946666667,34.1,214
13G100445I,12G000K663,12G000M368,13F1306028,Female,T1,3.946666667,36,214
13G100470I,12G000K663,12G000M368,13F1306028,Female,T1,3.946666667,37.7,214
13G100403I,12G000K663,12G000M368,13F1306028,Female,T1,3.946666667,39.2,214
13G1003902,12G000M347,12G000M423,13F1306046,Male,T1,4.113333333,24.9,215
13G1003897,12G000M347,12G000M423,13F1306046,Male,T1,4.113333333,25.1,215
13G1003918,12G000M347,12G000M423,13F1306046,Female,T1,4.113333333,27.7,215
13G100406J,12G000M347,12G000M423,13F1306046,Male,T1,4.113333333,31.1,215
13G1003905,12G000M347,12G000M423,13F1306046,Male,T1,4.113333333,31.2,215
13G1003908,12G000M347,12G000M423,13F1306046,Male,T1,4.113333333,33.7,215
13G100447J,12G000M347,12G000M423,13F1306046,Female,T1,4.113333333,34,215
13G1003368,12G000M347,12G000M423,13F1306046,Male,T1,4.193333333,24.5,214
13G1003372,12G000M347,12G000M423,13F1306046,Male,T1,4.193333333,26.5,214
13G100460I,12G000M347,12G000M423,13F1306046,Male,T1,4.193333333,28.6,214
13G1003367,12G000M347,12G000M423,13F1306046,Female,T1,4.193333333,29.3,214
13G1003404,12G000M347,12G000M423,13F1306046,Female,T1,4.193333333,31.7,214
13G1003406,12G000M347,12G000M423,13F1306046,Female,T1,4.193333333,33.1,214
13G100459I,12G000M347,12G000M423,13F1306046,Female,T1,4.193333333,35.7,214
13G100471I,12G000M347,12G000M423,13F1306046,Female,T1,4.193333333,36.4,214
13G100529I,12G000W102,12G000K097,13F1306044,Male,T1,4.3,27.2,210
13G100436I,12G000W102,12G000K097,13F1306044,Male,T1,4.3,28.4,210
13G1003608,12G000W102,12G000K097,13F1306044,Female,T1,4.3,30,210
13G100522I,12G000W102,12G000K097,13F1306044,Female,T1,4.3,34.6,210
13G1003416,12G000M469,12G000V599,13F1367073,Female,T1,4.313333333,23.9,214
13G101556I,12G000M469,12G000V599,13F1367073,Male,T1,4.313333333,27.3,214
13G1003419,12G000M469,12G000V599,13F1367073,Female,T1,4.313333333,27.8,214
13G1003438,12G000M469,12G000V599,13F1367073,Female,T1,4.313333333,35.9,214
13G1003435,12G000M469,12G000V599,13F1367073,Female,T1,4.313333333,38.4,214
13G1003354,12G000W102,12G000K097,13F1306044,Male,T1,4.333333333,21.9,210
13G1003358,12G000W102,12G000K097,13F1306044,Female,T1,4.333333333,28.2,210
13G1003365,12G000W102,12G000K097,13F1306044,Female,T1,4.333333333,29.5,210
13G1003328,12G000W102,12G000K097,13F1306044,Female,T1,4.333333333,29.9,210
13G1003341,12G000W102,12G000K097,13F1306044,Female,T1,4.333333333,30.9,210
13G100422I,12G000W102,12G000K097,13F1306044,Female,T1,4.333333333,33.3,210
13G1003355,12G000W102,12G000K097,13F1306044,Female,T1,4.333333333,34.2,210
13G1001860,12G000K453,12G000W041,13F1306029,Male,T1,4.346666667,15.9,212
13G1001859,12G000K453,12G000W041,13F1306029,Female,T1,4.346666667,23.1,212
13G1001839,12G000K453,12G000W041,13F1306029,Male,T1,4.346666667,24.3,212
13G1001828,12G000K453,12G000W041,13F1306029,Female,T1,4.346666667,28.8,212
13G100031I,12G000K453,12G000W041,13F1306029,Male,T1,4.346666667,28.9,212
13G100093I,12G000K453,12G000W041,13F1306029,Male,T1,4.346666667,30.6,212
13G1003725,12G000M469,12G000V599,13F1367073,Male,T1,4.4,24.7,215
13G1003739,12G000M469,12G000V599,13F1367073,Male,T1,4.4,27.5,215
13G1003729,12G000M469,12G000V599,13F1367073,Female,T1,4.4,28.2,215
13G100824I,12G000M469,12G000V599,13F1367073,Male,T1,4.4,32.7,215
13G100528I,12G000M469,12G000V599,13F1367073,Female,T1,4.4,33.4,215
13G1003753,12G000M469,12G000V599,13F1367073,Male,T1,4.4,33.7,215
13G100811I,12G000M469,12G000V599,13F1367073,Female,T1,4.4,34.3,215
13G100543I,12G000M469,12G000V599,13F1367073,Female,T1,4.4,35.8,215
13G1003747,12G000M469,12G000V599,13F1367073,Female,T1,4.4,36.1,215
13G1001634,12G000V596,12G000K693,13F1306714,Male,T1,4.466666667,26.4,222
13G1001566,12G000V436,12G000V590,13F1367081,Male,T1,4.486666667,26.5,214
13G1001559,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,30.9,214
13G100234I,12G000V436,12G000V590,13F1367081,Male,T1,4.486666667,30.9,214
13G1001573,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,33,214
13G1001574,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,35.2,214
13G1001547,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,35.8,214
13G1001570,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,37,214
13G100270I,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,37.6,214
13G100241I,12G000V436,12G000V590,13F1367081,Female,T1,4.486666667,44.5,214
13G1001902,12G000V426,12G000V326,13F1306027,Male,T1,4.586666667,22.4,214
13G1001905,12G000V426,12G000V326,13F1306027,Female,T1,4.586666667,24,214
13G100652I,12G000V426,12G000V326,13F1306027,Male,T1,4.586666667,28.3,214
13G100662I,12G000V426,12G000V326,13F1306027,Male,T1,4.586666667,28.8,214
13G1003410,12G000M087,12G000K985,13F1367013,Male,T1,4.666666667,21,222
13G1003429,12G000M087,12G000K985,13F1367013,Male,T1,4.666666667,21.3,222
13G1003207,12G000W139,12G000W222,13F1367075,Male,T1,4.666666667,22.2,214
13G1003202,12G000W139,12G000W222,13F1367075,Male,T1,4.666666667,25.4,214
13G1003413,12G000M087,12G000K985,13F1367013,Female,T1,4.666666667,27.1,222
13G1003218,12G000W139,12G000W222,13F1367075,Male,T1,4.666666667,27.1,214
13G1003437,12G000M087,12G000K985,13F1367013,Female,T1,4.666666667,27.3,222
13G1003434,12G000M087,12G000K985,13F1367013,Female,T1,4.666666667,27.4,222
13G1003431,12G000M087,12G000K985,13F1367013,Female,T1,4.666666667,28,222
13G1003440,12G000M087,12G000K985,13F1367013,Female,T1,4.666666667,28.2,222
13G1003444,12G000M087,12G000K985,13F1367013,Female,T1,4.666666667,28.9,222
13G100421I,12G000W139,12G000W222,13F1367075,Male,T1,4.666666667,31.5,214
13G100434I,12G000W139,12G000W222,13F1367075,Female,T1,4.666666667,34.7,214
13G100448I,12G000W139,12G000W222,13F1367075,Female,T1,4.666666667,35.4,214
13G100438I,12G000W139,12G000W222,13F1367075,Female,T1,4.666666667,36.3,214
13G1003662,12G000M469,12G000V599,13F1367073,Male,T1,4.7,20.7,215
13G100527I,12G000M469,12G000V599,13F1367073,Male,T1,4.7,27.2,215
13G100876I,12G000M469,12G000V599,13F1367073,Male,T1,4.7,28,215
13G100893I,12G000M469,12G000V599,13F1367073,Male,T1,4.7,29,215
13G1003666,12G000M469,12G000V599,13F1367073,Female,T1,4.7,31,215
13G100577I,12G000M469,12G000V599,13F1367073,Female,T1,4.7,33.1,215
13G1001187,12G000K474,12G000K846,13F1306018,Male,T1,4.82,26.3,223
13G100207J,12G000K474,12G000K846,13F1306018,Male,T1,4.82,27.3,223
13G100291J,12G000K474,12G000K846,13F1306018,Male,T1,4.82,29.3,223
13G100210J,12G000K474,12G000K846,13F1306018,Female,T1,4.82,42.8,223
13G1000632,12G000V436,12G000V590,13F1367081,Male,T1,4.84,29.1,214
13G1000635,12G000V436,12G000V590,13F1367081,Male,T1,4.84,30.6,214
13G1000658,12G000V436,12G000V590,13F1367081,Male,T1,4.84,31.9,214
13G1000628,12G000V436,12G000V590,13F1367081,Female,T1,4.84,37.3,214
13G1000651,12G000V436,12G000V590,13F1367081,Female,T1,4.84,37.9,214
13G1000641,12G000V436,12G000V590,13F1367081,Female,T1,4.84,39.2,214
13G100750I,12G000V436,12G000V590,13F1367081,Female,T1,4.84,40.1,214
13G100799I,12G000V436,12G000V590,13F1367081,Female,T1,4.84,40.3,214
13G1000227,12G000K663,12G000M368,13F1306028,Male,T1,4.866666667,29,214
13G100556I,12G000K663,12G000M368,13F1306028,Male,T1,4.866666667,31.6,214
13G1000259,12G000K663,12G000M368,13F1306028,Female,T1,4.866666667,32.9,214
13G1000235,12G000K663,12G000M368,13F1306028,Female,T1,4.866666667,34.9,214
13G1003058,12G000M025,12G000K235,13F1367071,Male,T1,4.906666667,25.4,214
13G1003050,12G000M025,12G000K235,13F1367071,Male,T1,4.906666667,26.5,214
13G1003043,12G000M025,12G000K235,13F1367071,Female,T1,4.906666667,29.3,214
13G1003057,12G000M025,12G000K235,13F1367071,Female,T1,4.906666667,30.6,214
13G1003045,12G000M025,12G000K235,13F1367071,Female,T1,4.906666667,30.8,214
13G1003042,12G000M025,12G000K235,13F1367071,Female,T1,4.906666667,31.2,214
13G1003038,12G000M025,12G000K235,13F1367071,Female,T1,4.906666667,32.9,214
13G1003061,12G000M025,12G000K235,13F1367071,Female,T1,4.906666667,33,214
13G1003344,12G000V436,12G000V590,13F1367081,Male,T1,5.046666667,25.7,214
13G1003340,12G000V436,12G000V590,13F1367081,Male,T1,5.046666667,28.2,214
13G101429I,12G000V436,12G000V590,13F1367081,Female,T1,5.046666667,33.7,214
13G100461I,12G000V436,12G000V590,13F1367081,Male,T1,5.046666667,34.1,214
13G1003362,12G000V436,12G000V590,13F1367081,Female,T1,5.046666667,36,214
13G1003343,12G000V436,12G000V590,13F1367081,Female,T1,5.046666667,38.3,214
13G1003338,12G000V436,12G000V590,13F1367081,Female,T1,5.046666667,39,214
13G1003346,12G000V436,12G000V590,13F1367081,Female,T1,5.046666667,44,214
13G1003659,12G000V426,12G000V326,13F1306027,Male,T1,5.12,20.9,215
13G1003649,12G000V426,12G000V326,13F1306027,Male,T1,5.12,22,215
13G100530I,12G000V426,12G000V326,13F1306027,Male,T1,5.12,27.7,215
13G1003656,12G000V426,12G000V326,13F1306027,Female,T1,5.12,29.1,215
13G1003648,12G000V426,12G000V326,13F1306027,Female,T1,5.12,30.5,215
13G100807I,12G000V426,12G000V326,13F1306027,Female,T1,5.12,34.8,215
13G1001915,12G000W139,12G000W222,13F1367075,Male,T1,5.14,12.7,214
13G1001922,12G000W139,12G000W222,13F1367075,Male,T1,5.14,20,214
13G1001914,12G000W139,12G000W222,13F1367075,Male,T1,5.14,23.9,214
13G1001913,12G000W139,12G000W222,13F1367075,Male,T1,5.14,24.8,214
13G1001919,12G000W139,12G000W222,13F1367075,Female,T1,5.14,29.9,214
13G1002145,12G000M347,12G000M423,13F1306046,Female,T1,5.153333333,19.4,214
13G1002135,12G000M347,12G000M423,13F1306046,Male,T1,5.153333333,25.7,214
13G1002138,12G000M347,12G000M423,13F1306046,Male,T1,5.153333333,29.8,214
13G1002105,12G000M347,12G000M423,13F1306046,Male,T1,5.153333333,30.5,214
13G100613I,12G000M347,12G000M423,13F1306046,Female,T1,5.153333333,33.9,214
13G100665I,12G000M347,12G000M423,13F1306046,Female,T1,5.153333333,35.6,214
13G100626I,12G000M347,12G000M423,13F1306046,Female,T1,5.153333333,37,214
13G1003992,12G000W102,12G000K097,13F1306044,Male,T1,5.2,22.2,211
13G1003972,12G000W102,12G000K097,13F1306044,Male,T1,5.2,23.6,211
13G1003994,12G000W102,12G000K097,13F1306044,Male,T1,5.2,25.2,211
13G1003996,12G000W102,12G000K097,13F1306044,Female,T1,5.2,30.1,211
13G1004002,12G000W102,12G000K097,13F1306044,Female,T1,5.2,32.9,211
13G100476J,12G000W102,12G000K097,13F1306044,Female,T1,5.2,33.6,211
13G100423J,12G000W102,12G000K097,13F1306044,Female,T1,5.2,37.4,211
13G1001543,12G000M025,12G000K235,13F1367071,Male,T1,5.213333333,25.8,214
13G1001553,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,29.7,214
13G1001572,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,30.3,214
13G1001576,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,31,214
13G1001545,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,31.5,214
13G1001544,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,31.7,214
13G1001568,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,31.9,214
13G100255I,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,34.4,214
13G100212I,12G000M025,12G000K235,13F1367071,Female,T1,5.213333333,34.8,214
13G1000258,12G000M087,12G000K985,13F1367013,Female,T1,5.24,21.5,222
13G1000263,12G000M087,12G000K985,13F1367013,Male,T1,5.24,21.7,222
13G1000256,12G000M087,12G000K985,13F1367013,Male,T1,5.24,23.3,222
13G100395I,12G000M087,12G000K985,13F1367013,Male,T1,5.24,26.3,222
13G100340I,12G000M087,12G000K985,13F1367013,Male,T1,5.24,27.4,222
13G1000262,12G000M087,12G000K985,13F1367013,Female,T1,5.24,30.7,222
13G1001665,12G000W139,12G000W222,13F1367075,Male,T1,5.28,23.6,214
13G1001677,12G000W139,12G000W222,13F1367075,Female,T1,5.28,28.4,214
13G100299I,12G000W139,12G000W222,13F1367075,Male,T1,5.28,28.6,214
13G1001669,12G000W139,12G000W222,13F1367075,Female,T1,5.28,30.4,214
13G1001681,12G000W139,12G000W222,13F1367075,Female,T1,5.28,31.3,214
13G100239I,12G000W139,12G000W222,13F1367075,Female,T1,5.28,35.3,214
13G1001052,12G000W285,12G000W088,13F1306030,Male,T1,5.3,24.2,214
13G1001055,12G000W285,12G000W088,13F1306030,Male,T1,5.3,24.6,214
13G1001051,12G000W285,12G000W088,13F1306030,Male,T1,5.3,25.7,214
13G1001057,12G000W285,12G000W088,13F1306030,Male,T1,5.3,26.1,214
13G100996I,12G000W285,12G000W088,13F1306030,Male,T1,5.3,27.4,214
13G1001061,12G000W285,12G000W088,13F1306030,Male,T1,5.3,32.4,214
13G1001058,12G000W285,12G000W088,13F1306030,Female,T1,5.3,32.9,214
13G100920I,12G000W285,12G000W088,13F1306030,Female,T1,5.3,34.6,214
13G1002503,12G000K474,12G000K846,13F1306018,Male,T1,5.406666667,20.3,223
13G1002523,12G000K474,12G000K846,13F1306018,Female,T1,5.406666667,23.2,223
13G1002500,12G000K474,12G000K846,13F1306018,Male,T1,5.406666667,24.2,223
13G1002510,12G000K474,12G000K846,13F1306018,Male,T1,5.406666667,24.5,223
13G1002518,12G000K474,12G000K846,13F1306018,Male,T1,5.406666667,25,223
13G1002519,12G000K474,12G000K846,13F1306018,Female,T1,5.406666667,30.1,223
13G1002511,12G000K474,12G000K846,13F1306018,Female,T1,5.406666667,32.8,223
13G1000171,12G000M769,12G000V379,13F1306033,Male,T1,5.413333333,27.8,212
13G1000165,12G000M769,12G000V379,13F1306033,Male,T1,5.413333333,28.3,212
13G1000159,12G000M769,12G000V379,13F1306033,Male,T1,5.413333333,30.2,212
13G1000149,12G000M769,12G000V379,13F1306033,Female,T1,5.413333333,30.6,212
13G1000148,12G000M769,12G000V379,13F1306033,Male,T1,5.413333333,31.7,212
13G100910G,12G000M769,12G000V379,13F1306033,Male,T1,5.413333333,32.7,212
13G1000158,12G000M769,12G000V379,13F1306033,Female,T1,5.413333333,35,212
13G1000161,12G000M769,12G000V379,13F1306033,Female,T1,5.413333333,35.3,212
13G100804G,12G000M769,12G000V379,13F1306033,Female,T1,5.413333333,37.9,212
13G1001182,12G000M771,12G000V382,13F1367100,Male,T1,5.42,32.1,213
13G1001167,12G000M771,12G000V382,13F1367100,Male,T1,5.42,32.6,213
13G1001185,12G000M771,12G000V382,13F1367100,Male,T1,5.42,32.9,213
13G1001177,12G000M771,12G000V382,13F1367100,Male,T1,5.42,33,213
13G1001168,12G000M771,12G000V382,13F1367100,Female,T1,5.42,38.1,213
13G100205J,12G000M771,12G000V382,13F1367100,Female,T1,5.42,39.6,213
13G100282J,12G000M771,12G000V382,13F1367100,Female,T1,5.42,41.1,213
13G1001159,12G000M771,12G000V382,13F1367100,Female,T1,5.42,41.8,213
13G100239J,12G000M771,12G000V382,13F1367100,Female,T1,5.42,44.4,213
13G100556J,12G000V565,12G000V569,13F1367109,Male,T1,5.426666667,31.6,211
13G1004199,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,32.8,211
13G1004181,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,34.4,211
13G1004186,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,35.9,211
13G1004180,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,38.3,211
13G100548J,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,38.9,211
13G100510J,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,39.6,211
13G100551J,12G000V565,12G000V569,13F1367109,Female,T1,5.426666667,40.6,211
13G1000763,12G000W258,12G000K544,13F1306711,Male,T1,5.486666667,27.4,222
13G100715I,12G000W258,12G000K544,13F1306711,Female,T1,5.486666667,36.6,222
13G1000665,12G000M025,12G000K235,13F1367071,Male,T1,5.506666667,24.1,214
13G1000677,12G000M025,12G000K235,13F1367071,Male,T1,5.506666667,25.7,214
13G1000662,12G000M025,12G000K235,13F1367071,Female,T1,5.506666667,26,214
13G1000670,12G000M025,12G000K235,13F1367071,Male,T1,5.506666667,27.8,214
13G1000664,12G000M025,12G000K235,13F1367071,Female,T1,5.506666667,30.8,214
13G1000673,12G000M025,12G000K235,13F1367071,Female,T1,5.506666667,31.4,214
13G100756I,12G000M025,12G000K235,13F1367071,Female,T1,5.506666667,34.5,214
13G1000669,12G000M025,12G000K235,13F1367071,Female,T1,5.506666667,34.6,214
13G1001411,12G000W193,12G000W246,13F1306035,Male,T1,5.546666667,30.1,215
13G1001414,12G000W193,12G000W246,13F1306035,Female,T1,5.546666667,32.7,215
13G1001417,12G000W193,12G000W246,13F1306035,Female,T1,5.546666667,35.1,215
13G1001396,12G000W193,12G000W246,13F1306035,Female,T1,5.546666667,36.7,215
13G100330J,12G000W193,12G000W246,13F1306035,Female,T1,5.546666667,38,215
13G100338J,12G000W193,12G000W246,13F1306035,Female,T1,5.546666667,40,215
13G1000967,12G000K271,12G000M419,13F1306748,Male,T1,5.68,22.5,219
13G1000966,12G000K271,12G000M419,13F1306748,Male,T1,5.68,22.6,219
13G1000965,12G000K271,12G000M419,13F1306748,Male,T1,5.68,24.8,219
13G100989I,12G000K271,12G000M419,13F1306748,Male,T1,5.68,26.4,219
13G100960I,12G000K271,12G000M419,13F1306748,Male,T1,5.68,28.3,219
13G100988I,12G000K271,12G000M419,13F1306748,Female,T1,5.68,32.1,219
13G1001864,12G000V581,12G000W251,13F1306045,Male,T1,5.693333333,25,214
13G1001875,12G000V581,12G000W251,13F1306045,Female,T1,5.693333333,25.2,214
13G1001869,12G000V581,12G000W251,13F1306045,Male,T1,5.693333333,25.9,214
13G100696I,12G000V581,12G000W251,13F1306045,Male,T1,5.693333333,27.9,214
13G100682I,12G000V581,12G000W251,13F1306045,Female,T1,5.693333333,34.3,214
13G1001376,12G000V442,12G000V381,13F1306057,Male,T1,5.706666667,24.7,222
13G1001384,12G000V442,12G000V381,13F1306057,Male,T1,5.706666667,25.7,222
13G101247J,12G000V442,12G000V381,13F1306057,Male,T1,5.706666667,25.8,222
13G100230J,12G000V442,12G000V381,13F1306057,Female,T1,5.706666667,33,222
13G1001368,12G000V442,12G000V381,13F1306057,Female,T1,5.706666667,33.3,222
13G100286J,12G000V442,12G000V381,13F1306057,Female,T1,5.706666667,33.4,222
13G100215J,12G000V442,12G000V381,13F1306057,Female,T1,5.706666667,33.7,222
13G1001366,12G000V442,12G000V381,13F1306057,Female,T1,5.706666667,34,222
13G1001624,12G000V565,12G000V569,13F1367109,Male,T1,5.74,22.8,210
13G100249I,12G000V565,12G000V569,13F1367109,Male,T1,5.74,29.2,210
13G100259I,12G000V565,12G000V569,13F1367109,Male,T1,5.74,29.3,210
13G1001613,12G000V565,12G000V569,13F1367109,Female,T1,5.74,31.3,210
13G1001642,12G000V565,12G000V569,13F1367109,Female,T1,5.74,34.3,210
13G100261I,12G000V565,12G000V569,13F1367109,Female,T1,5.74,35.6,210
13G100256I,12G000V565,12G000V569,13F1367109,Female,T1,5.74,36.1,210
13G100088I,12G000V565,12G000V569,13F1367109,Female,T1,5.74,38.2,210
13G100247I,12G000V565,12G000V569,13F1367109,Female,T1,5.74,41.2,210
13G1001004,12G000K069,12G000M250,13F1306725,Male,T1,5.753333333,28.5,221
13G1001006,12G000K069,12G000M250,13F1306725,Male,T1,5.753333333,30.3,221
13G100948I,12G000K069,12G000M250,13F1306725,Male,T1,5.753333333,35.7,221
13G100991I,12G000K069,12G000M250,13F1306725,Female,T1,5.753333333,36.5,221
13G1001008,12G000K069,12G000M250,13F1306725,Female,T1,5.753333333,38.2,221
13G1001009,12G000K069,12G000M250,13F1306725,Female,T1,5.753333333,39.6,221
13G1000239,12G000V565,12G000V569,13F1367109,Male,T1,5.76,27.7,210
13G1000236,12G000V565,12G000V569,13F1367109,Male,T1,5.76,31,210
13G1000253,12G000V565,12G000V569,13F1367109,Male,T1,5.76,31.2,210
13G1000242,12G000V565,12G000V569,13F1367109,Female,T1,5.76,40.7,210
13G1003691,12G000K746,12G000W095,13F1306055,Male,T1,5.766666667,19,223
13G1003689,12G000K746,12G000W095,13F1306055,Male,T1,5.766666667,22.7,223
13G1003710,12G000K746,12G000W095,13F1306055,Male,T1,5.766666667,24.2,223
13G1003690,12G000K746,12G000W095,13F1306055,Female,T1,5.766666667,24.4,223
13G100830I,12G000K746,12G000W095,13F1306055,Male,T1,5.766666667,27.1,223
13G1003700,12G000K746,12G000W095,13F1306055,Female,T1,5.766666667,31.9,223
13G1003684,12G000K746,12G000W095,13F1306055,Female,T1,5.766666667,32,223
13G1003680,12G000K746,12G000W095,13F1306055,Female,T1,5.766666667,32.6,223
13G100983I,12G000K160,12G000W018,13F1367119,Male,T1,5.773333333,28.3,208
13G1001059,12G000K160,12G000W018,13F1367119,Male,T1,5.773333333,29.1,208
13G1001032,12G000K160,12G000W018,13F1367119,Male,T1,5.773333333,30.1,208
13G1001053,12G000K160,12G000W018,13F1367119,Female,T1,5.773333333,30.4,208
13G1001056,12G000K160,12G000W018,13F1367119,Female,T1,5.773333333,32.2,208
13G1001044,12G000K160,12G000W018,13F1367119,Female,T1,5.773333333,35.2,208
13G1001046,12G000K160,12G000W018,13F1367119,Female,T1,5.773333333,35.8,208
13G1000799,12G000V581,12G000W251,13F1306045,Male,T1,5.786666667,18,214
13G1000792,12G000V581,12G000W251,13F1306045,Female,T1,5.786666667,23,214
13G1001639,12G000W285,12G000W088,13F1306030,Female,T1,5.786666667,25.3,213
13G1000798,12G000V581,12G000W251,13F1306045,Male,T1,5.786666667,26.8,214
13G1001638,12G000W285,12G000W088,13F1306030,Male,T1,5.786666667,27,213
13G1000791,12G000V581,12G000W251,13F1306045,Male,T1,5.786666667,28,214
13G100740I,12G000V581,12G000W251,13F1306045,Male,T1,5.786666667,29.7,214
13G100292I,12G000W285,12G000W088,13F1306030,Male,T1,5.786666667,30.1,213
13G1001625,12G000W285,12G000W088,13F1306030,Female,T1,5.786666667,31.5,213
13G1001621,12G000W285,12G000W088,13F1306030,Female,T1,5.786666667,32.4,213
13G100558I,12G000V581,12G000W251,13F1306045,Female,T1,5.786666667,32.5,214
13G100279I,12G000W285,12G000W088,13F1306030,Female,T1,5.786666667,33.5,213
13G100294I,12G000W285,12G000W088,13F1306030,Female,T1,5.786666667,37.6,213
13G1000793,12G000V581,12G000W251,13F1306045,Female,T1,5.786666667,38.2,214
13G1001257,12G000K069,12G000M250,13F1306725,Male,T1,5.793333333,29.2,221
13G1001264,12G000K069,12G000M250,13F1306725,Male,T1,5.793333333,30.2,221
13G100233J,12G000K069,12G000M250,13F1306725,Male,T1,5.793333333,31.9,221
13G1001253,12G000K069,12G000M250,13F1306725,Male,T1,5.793333333,33.9,221
13G1001271,12G000K069,12G000M250,13F1306725,Male,T1,5.793333333,34.5,221
13G100235J,12G000K069,12G000M250,13F1306725,Female,T1,5.793333333,37.5,221
13G1002383,12G000K160,12G000W018,13F1367119,Female,T1,5.813333333,28.9,208
13G101192J,12G000K160,12G000W018,13F1367119,Male,T1,5.813333333,30.4,208
13G1002394,12G000K160,12G000W018,13F1367119,Female,T1,5.813333333,30.7,208
13G1002379,12G000K160,12G000W018,13F1367119,Female,T1,5.813333333,34,208
13G100020J,12G000K160,12G000W018,13F1367119,Female,T1,5.813333333,34.8,208
13G100094J,12G000K160,12G000W018,13F1367119,Female,T1,5.813333333,38.5,208
13G1002195,12G000K474,12G000K846,13F1306018,Male,T1,5.82,24.9,222
13G1002205,12G000K474,12G000K846,13F1306018,Male,T1,5.82,26.1,222
13G100895I,12G000K474,12G000K846,13F1306018,Male,T1,5.82,31.1,222
13G1002200,12G000K474,12G000K846,13F1306018,Female,T1,5.82,34.9,222
13G100622I,12G000K474,12G000K846,13F1306018,Female,T1,5.82,39.7,222
13G100661I,12G000K474,12G000K846,13F1306018,Female,T1,5.82,40.8,222
13G1002610,12G000W285,12G000W088,13F1306030,Male,T1,5.84,27.5,214
13G1002580,12G000W285,12G000W088,13F1306030,Female,T1,5.84,28.4,214
13G100018J,12G000W285,12G000W088,13F1306030,Male,T1,5.84,28.4,214
13G100844J,12G000W285,12G000W088,13F1306030,Male,T1,5.84,28.6,214
13G1002597,12G000W285,12G000W088,13F1306030,Male,T1,5.84,29.2,214
13G1002581,12G000W285,12G000W088,13F1306030,Female,T1,5.84,33.4,214
13G1002592,12G000W285,12G000W088,13F1306030,Female,T1,5.84,34,214
13G1002606,12G000W285,12G000W088,13F1306030,Female,T1,5.84,34.8,214
13G1002006,12G000M422,12G000K235,13F1306067,Male,T1,5.88,24.6,220
13G1002009,12G000M422,12G000K235,13F1306067,Male,T1,5.88,25.7,220
13G1001999,12G000M422,12G000K235,13F1306067,Female,T1,5.88,26.4,220
13G1001987,12G000M422,12G000K235,13F1306067,Male,T1,5.88,27.2,220
13G1002004,12G000M422,12G000K235,13F1306067,Female,T1,5.88,29.4,220
13G1001990,12G000M422,12G000K235,13F1306067,Female,T1,5.88,29.5,220
13G1002000,12G000M422,12G000K235,13F1306067,Female,T1,5.88,32.1,220
13G1001995,12G000M422,12G000K235,13F1306067,Female,T1,5.88,32.9,220
13G100690I,12G000M422,12G000K235,13F1306067,Female,T1,5.88,36,220
13G100629I,12G000M422,12G000K235,13F1306067,Female,T1,5.88,39.2,220
13G1002066,12G000K271,12G000M419,13F1306748,Male,T1,5.886666667,21.5,218
